text,category,label
"Two tourists left simultaneously point A for point B, the first tourist covers each kilometre 2 minutes faster than the second. After travelling 30 per cent of the way, the first tourist returned to A, stopped there for 102 minutes and again started for B. The two tourists arrived at B simultaneously. What is the distance between A and B if the second tourist covered it in 2.5 hours?",Speed and Distance,12
"Amar and Akbar left Bhubaneshwar simultaneously and travelled towards Cuttack. Amar’s speed was 15 km/h and that of Akbar was 12 km/h. Half an hour later, Anthony left Bhubaneshwar and travelled in the same direction. Some time later, he overtook Akbar and 90 minutes further on he overtook Amar. Find Anthony’s speed.",Speed and Distance,12
"Two bodies, moving along a circle in the same direction, meet every 49 minutes. Had they moved at the same speeds in the opposite directions, they would meet every 7 minutes. If, moving in the opposite directions, the bodies are at the distance of 40 m from each other along the arc at time t = 0, then at t = 24 seconds, their distance will be 26 metres (the bodies do not meet during those 24 seconds). Find the speed of the faster body in metres per minute.",Speed and Distance,12
"A man earns x% on the first ₹5,000 of his investment and y% on the rest of his investment. If he earns ₹1250 from ₹7,000 and ₹1750 from ₹9,000 invested, find the value of x.",Percentage,2
The price of a telelvision set drops by 30% while the sales of the set goes up by 50% What is the percentage change in the total revenue from the sales of the set?,Percentage,2
"A person who has a certain amount with him goes to the market. He can buy 100 oranges or 80 mangoes. He retains 20% of the amount for petrol expenses and buys 40 mangoes and of the balance, he purchases oranges. The number of oranges he can purchase is:",Percentage,2
"A cloth merchant cheats his supplier and his customer to the tune of 20% while buying and selling cloth respectively. He professes to sell at the cost price but also offers a discount of 20% on cash payment, what is his overall profi t percentage?",Profit and Loss,1
"I sold two horses for ₹50000 each, one at the loss of 20% and the other at the profi t of 20%. What is the percentage of loss (–) or profi t (+) that resulted from the transaction?",Profit and Loss,1
The cost of a diamond varies directly as the square of its weight. A diamond fell and broke into four pieces whose weights were in the ratio 1:2:3:4. As a result the merchant had a loss of ₹700000. Find the original price of the diamond.,Ratio and Proportion,15
"Two oranges, three bananas and four apples cost ₹25. Three oranges, two bananas and one apple cost ₹20. I brought 3 oranges, 3 bananas and 3 apples. How much did I pay ?",Ratio and Proportion,15
"From each of two given numbers, half the smaller number is subtracted. Of the resulting numbers the larger one is five times as large as the smaller one. What is the ratio of the two numbers?",Ratio and Proportion,15
A group of 7 kids is to be selected out of 7 girls and 5 boys such that it contains at least 5 girls. In how many different ways can the selection be made?,Permutation & Combination,5
$2~~6~~15~~30~~45~~43.5~~22.5$,Number Series,6
A stockist wants to make some profi t by selling oil. He contemplates about various methods. Which of the following would maximise his profi t? I. Sell oil at 20% profi t. II. Use 800 g of weight instead of 1 kg III. Mix 20% impurities in oil and selling it at cost price. IV. Increase the price by 10% and reduce weights by 10%.,Profit and Loss,1
"A dealer offers a cash discount of 20% and still makes a profi t of 20%, when he further allows 160 articles when the customer buys 120. How much percent above the cost price were his wares listed?",Profit and Loss,1
"A man buys spirit at ₹600 per litre, adds water to it and then sells it at ₹750 per litre. What is the ratio of the spirit’s weight to the weight of the water if his profi t in the deal is 37.5%?",Profit and Loss,1
$950~~661~~436~~269~~146~~65~~16$,Number Series,6
$6.5~~11.8~~22.4~~38.3~~59.5~~87.3~~117.8$,Number Series,6
$1~~2~~4~~9~~23~~69~~186$,Number Series,6
"At a bookstore, “MODERN BOOK STORE” is flashed using neon lights. The words are individually flashed at long intervals of 2 1/2, 4 1/4, 5 1/8 seconds respectively, and each word is put off after a second. The least time after which the full name of the bookstore can be read again, is:",LCM & HCF,8
"A train approaches a tunnel AB. Inside the tunnel a cat is located at a point that is 2/5th the distance AB measured from the entrance A. When the train whistles, the cat runs. If the cat moves to the entrance of the tunnel, A, the train catches the cat exactly at the entrance. If the cat moves to the exit B, the train catches the cat at exactly the exit. The speed of the train is greater than the speed of the cat by what order?",Speed and Distance,12
"Six technicians working at the same rate complete the work of one server in 2.5 hrs. If one of them starts at 11:00 a.m. and one additional technician per hour is added beginning at 5:00 p.m., at what time the server will be complete?",Work and Time,3
$250~~239~~216~~181~~136~~75~~4$,Number Series,6
$2~~13~~?~~285~~871~~1767~~1803$,Number Series,6
"Two typists undertake to do a job. The second typist begins working one hour after the first. Three hours after the first typist has begun working, there is still 9/20 of the work to be done. When the assignment is completed, it turns out that each typist has done half the work. How many hours would it take each one to do the whole job individually?",Work and Time,3
$5~~?~~38~~105~~299~~872~~2580$,Number Series,6
$5~~12~~26~~?~~110~~222~~446$,Number Series,6
$3~~15~~?~~421~~1681~~5041~~10081$,Number Series,6
$6~~13~~?~~118.5~~430.75~~1748$,Number Series,6
